objectid,title,creator,object_location,source,extent,image_thumb,date,institution,display_template,image_small
snead_privcorps_1942,"Rayner V. Snead Private Corporations Notebook, [ca. 1940-42]","Snead, Rayner V.",objects/Snead_PrivCorps_1942_manifest.json,RG400,256,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5518373/full/full/0/default.jpg,1942,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5518373/full/full/0/default.jpg
snead_property_1942,"Rayner V. Snead Property Notebook, [ca. 1940-42]","Snead, Rayner V.",objects/Snead_Property_1942_manifest.json,RG400,376,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5518634/full/full/0/default.jpg,1942,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5518634/full/full/0/default.jpg
snead_torts_1942,"Everard H. Smith Notes on Equity II, 1948 ","Snead, Rayner V.",objects/Snead_Torts_1942_manifest.json,RG400,354,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5519007/full/full/0/default.jpg,1942,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5519007/full/full/0/default.jpg
stevenson_1832_1833,"Stevenson 1832-1833","Stevenson, John W.",objects/Stevenson_1832_1833_manifest.json,RG400,198,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5511058/full/full/0/default.jpg,1832,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5511058/full/full/0/default.jpg
ubben_1991,"Donald Ubben, 1991","Ubben, Donald",objects/Ubben_1991_manifest.json,RG400,102,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5519359/full/full/0/default.jpg,1991,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5519359/full/full/0/default.jpg
washington_1861,"Robert James Washington, 1861","Washington, Robert James",objects/Washington_1861_manifest.json,RG400,422,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5512012/full/full/0/default.jpg,1861,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5512012/full/full/0/default.jpg
white_1867,John M. White 1867,"White, John M.",objects/White_1867_manifest.json,RG400,114,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5519466/full/full/0/default.jpg,1867,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5519466/full/full/0/default.jpg
wickham_jrlaw_1870_v1,"Henry T. Wickham Jr. Notes on Law V1, 1870","Wickham, Henry T.",objects/Wickham_JrLaw_1870_v1_manifest.json,RG400,126,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5519921/full/full/0/default.jpg,1870,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5519921/full/full/0/default.jpg
wickham_jrlaw_1870_v2,"Henry T. Wickham Jr. Notes on Law V2, 1870","Wickham, Henry T.",objects/Wickham_JrLaw_1870_v2_manifest.json,RG400,184,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5519577/full/full/0/default.jpg,1870,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5519577/full/full/0/default.jpg
wickham_jrlaw_1870_v3,"Henry T. Wickham Jr. Notes on Law V3, 1870 ","Wickham, Henry T.",objects/Wickham_JrLaw_1870_v3_manifest.json,RG400,156,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5519763/full/full/0/default.jpg,1870,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5519763/full/full/0/default.jpg
wickham_srlaw_1870_v1,"Henry T. Wickham Sr. Law V1, 1870","Wickham, Henry T.",objects/Wickham_SrLaw_1870_v1_manifest.json,RG400,132,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5520048/full/full/0/default.jpg,1870,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5520048/full/full/0/default.jpg
wickham_srlaw_1870_v2,"Henry T. Wickham Sr. Law V2, 1870","Wickham, Henry T.",objects/Wickham_SrLaw_1870_v2_manifest.json,RG400,194,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5520178/full/full/0/default.jpg,1870,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5520178/full/full/0/default.jpg
wickham_srlaw_1870_v3,"Henry T. Wickham Sr. Law V3, 1870","Wickham, Henry T.",objects/Wickham_SrLaw_1870_v3_manifest.json,RG400,132,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5520371/full/full/0/default.jpg,1870,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5520371/full/full/0/default.jpg
woods_samuel_1880,"Samuel B. Woods, Samuel Notes, 1880","Woods, Samuel B.",objects/Woods_Samuel_1880_manifest.json,RG400,90,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5520502/full/full/0/default.jpg,1880,University of Virginia School of Law,iiif_manifest,https://iiif.lib.virginia.edu/iiiflaw/law:archives:c5520502/full/full/0/default.jpg
